,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
4384,2.0,N/A,Rear Wheel Drive,66,6.8,Petrol,258,370,Automatic,250,5 Seater,5.9,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 300,"19,495",OMR
4385,4.0,6,All Wheel Drive,150,13.0,Petrol,271,381,Automatic,200,7 Seater,9.0,4.990,1.885 ,1.889,2.790 ,742,Toyota Land Cruiser Prado 2021 4.0L VXR,"19,500",OMR
4386,3.7,6,Rear Wheel Drive,80,12.0,Petrol,330,360,Automatic,225,5 Seater,5.6,4.945,1.845,1.500,2.900,500,Infiniti Q70 2021 3.7L Luxe Proactive ,"22,900",OMR
4387,2.0,4,Front Wheel Drive,44,5.7,Petrol,231,350,Automatic,246,4 Seater,6.1,3.874,1.727,1.414,2.495,211,Mini Hatch 2021 John Cooper Works (3-Door),"19,500",OMR
4388,2.0,4,Rear Wheel Drive,74,6.8,Petrol,250,365,Automatic,244,5 Seater,6.6,4.954,2.091,1.457,2.960,540,Jaguar XF 2021 2.0T Pure (250 PS),"20,140",OMR
4389,2.0,4,Rear Wheel Drive,74,6.8,Petrol,250,365,Automatic,244,5 Seater,6.6,4.954,2.091,1.457,2.960,540,Jaguar XF 2021 2.0T Prestige (250 PS),"21,380",OMR
4390,2.0,4,Rear Wheel Drive,74,6.8,Petrol,250,365,Automatic,244,5 Seater,6.6,4.954,2.091,1.457,2.960,540,Jaguar XF 2021 2.0T R-Sport (250 PS),"22,560",OMR
4391,2.0,4,All Wheel Drive,60,9.8,Petrol,235,350,Automatic,200,5 Seater,7.2,4.630,1.845,1.630,2.660,500,Lexus NX 2021 300 Platinum,"19,500",OMR
4392,2.0,4,Rear Wheel Drive,60,5.8,Petrol,184,270,Automatic,236,4 Seater,7.7,4.640,1.825,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 420i,"19,500",OMR
4393,2.0,N/A,Rear Wheel Drive,70,6.8,Petrol,184,270,Automatic,235,5 Seater,7.9,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 520i,"19,600",OMR
4394,2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,5 Seater,5.8,4.733,1.843,1.386,2.824,480,Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),"19,600",OMR
4395,2.0,4,Front Wheel Drive,54,5.4,Petrol,190,320,Automatic,240,4 Seater,7.3,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 40 TFSI Design (190 HP) ,"19,700",OMR
4396,2.0,4,Front Wheel Drive,54,5.4,Petrol,190,320,Automatic,240,4 Seater,7.3,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 40 TFSI Sport (190 HP),"19,700",OMR
4397,2.0,4,Front Wheel Drive,50,6.3,Petrol,230,370,Automatic,250,2 Seater,5.9,4.177,1.966,1.353,2.505,305,Audi TT 2021 45 TFSI (230 HP),"19,700",OMR
4398,5.3,8,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 2WD, TBD ,Null
4399,5.3,8,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 2WD, TBD ,Null
4400,2.0,N/A,All Wheel Drive,66,7.1,Petrol,211,350,Automatic,222,5 Seater,7.3,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 GLC 250 4MATIC,"19,800",OMR
4401,5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,2038,Chevrolet Tahoe 2021 5.3L LT 4WD, TBD ,Null
4402,3.5,N/A,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Premium,"20,000",OMR
4403,2.0,4,Front Wheel Drive,55,6.7,Petrol,254,350,Automatic,230,5 Seater,6.8,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T5 FWD Momentum,"20,000",OMR
4404,3.3,N/A,All Wheel Drive,87,11.2,Petrol,292,365,Automatic,160,6 Seater,6.0,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 3.3L V6 Crew Cab XL ,"20,000",OMR
4405,3.3,N/A,All Wheel Drive,87,11.2,Petrol,292,365,Automatic,160,6 Seater,6.0,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 3.3L V6 XLT Sport R/C,"21,000",OMR
4406,3.5,6,All Wheel Drive,74,10.2,Petrol,295,350,Automatic,195,7 Seater,7.9,5.094,1.960,1.722,2.900,447,Infiniti QX60 2021 3.5L Luxe Sensory ,"19,800",OMR
4407,2.0,4,All Wheel Drive,68.5,8.0,Petrol,240,340,Automatic,200,5 Seater,7.6,4.599,2.069,1.724,2.741,981,Land Rover Discovery Sport 2021 2.0T HSE (AWD),"23,700",OMR
4408,4.8,6,All Wheel Drive,135,17.2,Petrol,280,451,Automatic,190,7 Seater,10.8,5.080,1.940,1.855,2.970,668,Nissan Patrol Safari 2021 Safari A/T ,"17,600",OMR
4409,4.8,6,All Wheel Drive,135,17.2,Petrol,280,451,Automatic,190,7 Seater,10.8,5.080,1.940,1.855,2.970,668,Nissan Patrol Safari 2021 Super Safari A/T  ,"19,000",OMR
4410,4.8,6,All Wheel Drive,135,17.2,Petrol,280,451,Automatic,190,7 Seater,10.8,5.080,1.940,1.855,2.970,668,Nissan Patrol Safari 2021 Falcon A/T   ,"17,500",OMR
4411,6.2,8,All Wheel Drive,136,14.7,Petrol,420,624,Automatic,200,5 Seater,7.3,6.128,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 6.2L V8 High Country ,"22,100",OMR
4412,1.8,4,Rear Wheel Drive,60,7.3,Petrol,204,310,Automatic,244,2 Seater,6.5,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK-Class 2021 SLK 300,"20,300",OMR
4413,5.7,8,All Wheel Drive,93,13.8,Petrol,360,520,Automatic,215,7 Seater,7.9,5.110,1.925,1.847,3.043,487,Dodge Durango 2021 5.7L R/T (AWD),"18,500",OMR
4414,2.0,4,All Wheel Drive,60,7.9,Petrol,306,450,Automatic,260,5 Seater,4.9,4.299,1.822,1.557,2.670,450,Mini Countryman 2021 John Cooper Works ALL4,"23,000",OMR
4415,2.0,4,All Wheel Drive,60,7.9,Petrol,306,450,Automatic,260,5 Seater,4.9,4.299,1.822,1.557,2.670,450,Mini Countryman 2021 John Cooper Works ALL4,"23,000",OMR
4416,2.0,N/A,Rear Wheel Drive,50,5.9,Petrol,184,300,Automatic,240,5 Seater,7.7,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 200,"20,415",OMR
4417,2.0,4,Rear Wheel Drive,50,5.9,Petrol,211,350,Automatic,240,4 Seater,6.8,4.686,1.810,1.405,2.840,400,Mercedes-Benz C-Class Coupe 2021 C 250,"20,500",OMR
4418,3.0,6,Rear Wheel Drive,65,10.7,Petrol,306,375,Automatic,235,4 Seater,5.8,4.635,1.800,1.415,2.730,306,Lexus IS C 2021 350 F-Sport,"20,500",OMR
4419,3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XLT,"23,000",OMR
4420,5.7,8,Rear Wheel Drive,72,12.4,Petrol,370,535,Automatic,234,5 Seater,5.6,5.044,1.905,1.483,3.053,462,Chrysler 300C 2021 5.7L Alloy Edition,"20,500",OMR
4421,2.0,4,Front Wheel Drive,51,6.0,Petrol,231,350,Automatic,238,5 Seater,6.6,4.342,2.038,1.586,2.670,468,BMW 2 Series Active Tourer 2021 225i,"20,500",OMR
4422,2.0,4,All Wheel Drive,55,6.4,Petrol,230,370,Automatic,250,2 Seater,5.3,4.177,1.966,1.353,2.505,305,Audi TT 2021 45 TFSI quattro (230 HP),"20,700",OMR
4423,2.0,4,Rear Wheel Drive,60,6.2,Petrol,245,370,Automatic,250,2 Seater,5.8,4.133,1.810,1.301,2.430,335,Mercedes-Benz SLC 2021 300,"20,760",OMR
4424,2.0,4,Front Wheel Drive,50,6.0,Petrol,230,370,Automatic,250,2 Seater,6.2,4.177,1.966,1.355,2.505,280,Audi TT Roadster 2021 45 TFSI (230 HP),"20,800",OMR
4425,1.8,4,Front Wheel Drive,63,6.2,Petrol,170,320,Automatic,213,4 Seater,8.9,4.626,2.020,1.383,2.751,380,Audi A5 Cabriolet 2021 35 TFSI (170 HP),"20,900",OMR
4426,3.5,6,Rear Wheel Drive,66,9.0,Petrol,311,375,Automatic,235,5 Seater,5.7,4.705,1.840,1.435,2.800,480,Lexus IS 2021 350 F-Sport Prestige,"21,000",OMR
4427,3.5,N/A,All Wheel Drive,72,11.2,Petrol,275,348,Automatic,200,5 Seater,7.6,4.770,1.885,1.694,2.740,1132,Lexus RX 2021 350 Premier Plus,"21,000",OMR
4428,2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman ,"22,400",OMR
4429,2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman ,"22,400",OMR
4430,6.2,8,Rear Wheel Drive,72,11.3,Petrol,455,614,Automatic,250,4 Seater,4.2,4.784,1.897,1.344,2.811,206,Chevrolet Camaro Convertible 2021 6.2L SS,"23,000",OMR
4431,2.0,N/A,Rear Wheel Drive,67,7.1,Petrol,184,270,Automatic,210,5 Seater,8.2,4.648,2.098,1.661,2.810,550,BMW X3 2021 sDrive 20i,"21,000",OMR
4432,2.0,N/A,Rear Wheel Drive,55,6.1,Petrol,197,320,Automatic,240,2 Seater,6.6,4.324,1.864,1.304,2.470,281,BMW Z4 Roadster 2021 sDrive20i,"21,000",OMR
4433,2.0,4,Rear Wheel Drive,60,5.8,Petrol,258,400,Automatic,250,5 Seater,5.8,4.709,1.827,1.442,2.851,480,BMW 3 Series 2021 330i,"21,000",OMR
4434,3.0,6,All Wheel Drive,61,8.1,Petrol,272,400,Automatic,250,5 Seater,6.0,4.712,2.020,1.391,2.810,480,Audi A5 Sportback 2021 3.0L (272 HP),"21,000",OMR
4435,3.5,6,Rear Wheel Drive,70,7.8,Petrol,350,536,Automatic,250,5 Seater,5.1,4.800,2.084,1.445,2.850,400,Infiniti Q50 2021 3.5L Hybrid Blue Sport,"23,000",OMR
4436,3.5,6,Rear Wheel Drive,80,10.7,Petrol,314,375,Automatic,230,4 Seater,5.9,4.694,1.839,1.395,2.731,295,Lexus RC 2021 350 Platinum,"21,000",OMR
4437,2.0,N/A,All Wheel Drive,60,7.9,Petrol,235,350,Automatic,200,5 Seater,7.1,4.630,1.844,1.646,2.660,500,Lexus NX 2021 200t Platinum,"21,000",OMR
4438,2.0,4,Rear Wheel Drive,50,6.8,Petrol,245,350,Automatic,250,4 Seater,6.1,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 228i,"21,200",OMR
4439,3.6,6,All Wheel Drive,83,9.6,Petrol,310,366,Automatic,210,7 Seater,7.0,4.917,1.915,1.676,2.858,362,GMC Acadia Denali 2021 3.6L V6 (AWD),"18,800",OMR
4440,3.0,6,Rear Wheel Drive,65,10.7,Petrol,306,375,Automatic,235,4 Seater,5.8,4.635,1.800,1.415,2.730,306,Lexus IS C 2021 350 Platinum,"21,300",OMR
4441,5.3,8,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 4WD, TBD ,Null
4442,2.0,N/A,Rear Wheel Drive,66,6.8,Petrol,258,370,Automatic,250,4 Seater,5.9,4.686,1.810,1.405,2.840,400,Mercedes-Benz C-Class Coupe 2021 C 300,"21,460",OMR
4443,6.2,8,Rear Wheel Drive,72,11.1,Petrol,455,614,Automatic,250,4 Seater,4.0,4.784,1.897,1.348,2.811,258,Chevrolet Camaro Coupe 2021 6.2L SS (A/T),"21,500",OMR
4444,2.0,4,Rear Wheel Drive,60,6.7,Petrol,245,350,Automatic,250,4 Seater,6.1,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 428i,"21,500",OMR
4445,2.0,4,Rear Wheel Drive,60,6.7,Petrol,245,350,Automatic,250,4 Seater,6.1,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 428i,"21,500",OMR
4446,5.7,8,All Wheel Drive,93,13.6,Petrol,350,520,Automatic,181,5 Seater,7.5,4.821,1.943,1.730,2.916,1028,Jeep Grand Cherokee 2021 Summit 5.7L,"24,900",OMR
4447,2.0,4,All Wheel Drive,55,6.7,Petrol,230,370,Automatic,250,2 Seater,5.6,4.177,1.966,1.355,2.505,280,Audi TT Roadster 2021 45 TFSI quattro (230 HP),"21,900",OMR
4448,4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L XE ,"19,000",OMR
4449,2.0,N/A,Rear Wheel Drive,50,6.3,Petrol,211,350,Automatic,250,5 Seater,6.9,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 250,"21,955",OMR
4450,3.5,N/A,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Limited,"22,000",OMR
4451,2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,4 Seater,5.8,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),"22,000",OMR
4452,2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,4 Seater,5.8,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),"22,000",OMR
4453,5.0,8,Rear Wheel Drive,60,12.3,Petrol,460,569,Automatic,240,4 Seater,4.7,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 5.0L V8 Convertible GT Premium,"26,000",OMR
4454,3.7,6,All Wheel Drive,90,10.8,Petrol,329,360,Automatic,230,5 Seater,6.3,4.865,1.925,1.680,2.885,702,Infiniti QX70 2021 3.7L Luxe Sensory ,"16,300",OMR
4455,3.5,N/A,All Wheel Drive,106,11.0,Petrol,385,629,Automatic,185,8 Seater,7.5,5.233,2.024,1.960,3.022,528,Ford Expedition 2021 3.5L EcoBoost LTD,"26,000",OMR
4456,2.0,N/A,All Wheel Drive,61,6.6,Petrol,231,350,Automatic,235,5 Seater,6.5,4.439,2.060,1.612,2.670,505,BMW X1 2021 xDrive25i,"22,000",OMR
4457,2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,5 Seater,5.8,4.733,1.843,1.386,2.824,480,Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),"22,000",OMR
4458,4.6,8,All Wheel Drive,87,13.8,Petrol,292,438,Automatic,177,7 Seater,8.2,4.880,1.885,1.845,2.790,104,Lexus GX 2021 460 Premier ,"22,000",OMR
4459,3.5,6,Rear Wheel Drive,80,10.7,Petrol,314,375,Automatic,230,4 Seater,5.9,4.694,1.839,1.395,2.731,295,Lexus RC 2021 350 F Sport Prestige,"22,000",OMR
4460,3.5,6,Rear Wheel Drive,80,10.7,Petrol,314,375,Automatic,230,4 Seater,5.9,4.694,1.839,1.395,2.731,295,Lexus RC 2021 350 F Sport Prestige,"22,000",OMR
4461,2.0,4,Rear Wheel Drive,52,6.1,Petrol,184,270,Automatic,226,4 Seater,7.7,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 220i,"22,000",OMR
4462,2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.281,2.475,150,Porsche 718 2021 Boxster ,"23,800",OMR
4463,2.0,4,Rear Wheel Drive,50,4.6,Petrol,275,600,Automatic,209,5 Seater,6.2,4.686,1.810,1.442,2.840,335,Mercedes-Benz C-Class 2021 C 350 e,"22,150",OMR
4464,2.0,4,Rear Wheel Drive,60,6.7,Petrol,245,350,Automatic,250,4 Seater,5.9,4.638,2.017,1.377,2.810,445,BMW 4 Series Coupe 2021 428i,"22,200",OMR
4465,3.5,6,Rear Wheel Drive,59,7.0,Petrol,301,370,Automatic,250,4 Seater,6.0,4.590,2.009,1.391,2.760,331,Mercedes-Benz C-Class Coupe 2021 C 350,"22,200",OMR
4466,2.0,4,All Wheel Drive,73,7.3,Petrol,272,370,Automatic,237,5 Seater,6.3,4.753,1.893,1.659,2.808,550,Audi Q5 2021 45 TFSI quattro,"22,500",OMR
4467,2.0,N/A,All Wheel Drive,60,7.9,Petrol,235,350,Automatic,200,5 Seater,7.1,4.630,1.844,1.646,2.660,500,Lexus NX 2021 Platinum F Sport ,"22,500",OMR
4468,2.5,5,All Wheel Drive,55,8.1,Petrol,367,465,Automatic,250,5 Seater,4.3,4.343,1.800,1.411,2.631,340,Audi A3 Sportback 2021 RS3 (367 HP) quattro,"22,500",OMR
4469,2.0,4,Rear Wheel Drive,66,6.3,Petrol,184,300,Automatic,235,4 Seater,8.2,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 200,"22,530",OMR
4470,2.0,4,Rear Wheel Drive,66,6.3,Petrol,245,370,Automatic,250,4 Seater,6.6,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 300,"22,530",OMR
4471,2.0,4,All Wheel Drive,56,6.9,Petrol,381,475,Automatic,250,5 Seater,4.2,4.367,1.780,1.417,2.699,341,Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,"22,530",OMR
4472,3.0,6,All Wheel Drive,66,7.8,Petrol,333,480,Automatic,250,5 Seater,5.2,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 400 4MATIC,"22,800",OMR
4473,1.8,4,Rear Wheel Drive,59,6.1,Petrol,211,350,Automatic,250,4 Seater,7.1,4.698,1.786,1.398,2.761,450,Mercedes-Benz E-Class Coupe 2021 E 250,"22,900",OMR
4474,1.8,4,Rear Wheel Drive,59,6.1,Petrol,211,350,Automatic,250,4 Seater,7.1,4.698,1.786,1.398,2.761,450,Mercedes-Benz E-Class Coupe 2021 E 250,"22,900",OMR
4475,2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T Pure (250 PS),"19,680",OMR
4476,2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T Prestige (250 PS),"21,270",OMR
4477,2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),"22,340",OMR
4478,3.0,6,All Wheel Drive,63,8.9,Petrol,375,450,Automatic,250,5 Seater,5.5,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 S 3.0L V6 (380 PS),"31,510",OMR
4479,5.0,8,All Wheel Drive,63,11.7,Petrol,550,680,Automatic,283,5 Seater,4.3,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),"39,760",OMR
4480,2.0,N/A,All Wheel Drive,55,7.2,Petrol,320,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 AWD R Design,"23,000",OMR
4481,2.0,N/A,All Wheel Drive,67,7.3,Petrol,184,270,Automatic,210,5 Seater,8.2,4.648,2.098,1.661,2.810,550,BMW X3 2021 xDrive 20i,"23,000",OMR
4482,2.0,4,Rear Wheel Drive,52,5.9,Petrol,252,350,Automatic,250,4 Seater,5.6,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 230i,"23,000",OMR
4483,2.0,4,All Wheel Drive,58,6.5,Petrol,252,370,Automatic,250,4 Seater,6.3,4.673,1.846,1.383,2.765,320,Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),"23,000",OMR
4484,3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost LTD,"27,000",OMR
4485,3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost Platinum ,"32,000",OMR
4486,2.0,4,Rear Wheel Drive,50,6.7,Petrol,184,300,Automatic,240,4 Seater,7.8,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 200,"23,050",OMR
4487,3.5,6,Rear Wheel Drive,60,7.1,Petrol,306,370,Automatic,250,2 Seater,5.6,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK-Class 2021 SLK 350,"23,100",OMR
4488,5.3,N/A,Rear Wheel Drive,100,12.3,Petrol,355,383,Automatic,172,8 Seater,9.5,5.181,2.044,1.890,2.946,1461,Chevrolet Tahoe 2021 Premium 2WD, TBD ,Null
4489,3.5,6,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Prestige,"23,500",OMR
4490,3.5,6,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Prestige,"23,500",OMR
4491,2.0,4,Rear Wheel Drive,60,7.0,Petrol,245,350,Automatic,250,4 Seater,6.4,4.638,2.017,1.377,2.810,370,BMW 4 Series Convertible 2021 428i,"23,500",OMR
4492,3.0,6,Rear Wheel Drive,52,8.1,Petrol,326,450,Automatic,250,4 Seater,5.0,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 M235i,"23,500",OMR
4493,2.0,4,Rear Wheel Drive,55,6.1,Petrol,258,400,Automatic,250,2 Seater,5.4,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 sDrive30i,"23,500",OMR
4494,5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE Titanium,"29,800",OMR
4495,5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T2,"27,600",OMR
4496,5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T1,"23,200",OMR
4497,2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman S ,"26,400",OMR
4498,2.0,N/A,All Wheel Drive,66,7.7,Petrol,245,370,Automatic,235,5 Seater,6.5,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,"23,720",OMR
4499,4.0,N/A,All Wheel Drive,66,9.1,Petrol,612,850,Automatic,250,5 Seater,3.4,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 63 S 4MATIC+,"23,800",OMR
4500,3.0,4,Rear Wheel Drive,50,8.5,Petrol,326,450,Automatic,250,4 Seater,5.2,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 m235i,"23,900",OMR
4501,6.4,N/A,Rear Wheel Drive,72,12.7,Petrol,470,637,Automatic,272,2 Seater,4.5,5.020,1.920,1.450,2.946,458,Dodge Challenger 2021 6.4L R/T Scatpack Widebody ,"23,000",OMR
4502,2.5,5,All Wheel Drive,64,6.7,Petrol,400,480,Automatic,280,5 Seater,4.5,4.507,1.851,1.557,2.681,530,Audi RS Q3 2021 2.5L TFSI quattro Sportback, TBD ,Null
4503,5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,1461,Chevrolet Tahoe 2021 5.3L Premium  4WD , TBD ,Null
4504,3.0,6,Rear Wheel Drive,60,7.9,Petrol,306,400,Automatic,250,5 Seater,5.5,4.624,2.030,1.429,2.810,368,BMW 3 Series 2021 335i,"24,400",OMR
4505,3.0,6,Rear Wheel Drive,60,7.9,Petrol,306,400,Automatic,250,5 Seater,5.5,4.624,2.030,1.429,2.810,368,BMW 3 Series 2021 335i,"24,400",OMR
4506,6.2,8,Rear Wheel Drive,72,14.7,Petrol,650,881,Automatic,250,4 Seater,3.5,4.784,1.897,1.340,2.811,258,Chevrolet Camaro Coupe 2021 6.2L ZL1,"29,000",OMR
4507,3.0,6,Rear Wheel Drive,52,7.5,Petrol,326,450,Automatic,250,5 Seater,4.9,4.324,1.984,1.421,2.690,360,BMW 1 Series 2021 m135i,"24,500",OMR
4508,3.6,6,All Wheel Drive,74,11.2,Petrol,335,386,Automatic,250,5 Seater,5.7,5.227,1.880,1.473,3.109,447,Cadillac CT6 Sedan 2021 3.6L V6 Sport,"24,600",OMR
4509,3.6,6,All Wheel Drive,82,10.0,Petrol,310,366,Automatic,210,5 Seater,7.5,4.813,1.905,1.676,2.857,849,Cadillac XT5 2021 3.6L AWD Sport,"24,700",OMR
4510,5.3,N/A,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,8 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 2WD, TBD ,Null
4511,2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.280,2.475,150,Porsche 718 2021 Boxster S ,"27,800",OMR
4512,3.5,6,Rear Wheel Drive,66,9.0,Petrol,311,375,Automatic,230,5 Seater,5.6,4.705,1.840,1.435,2.800,480,Lexus IS 2021 350 F-Sport Platinum,"25,000",OMR
4513,4.6,8,All Wheel Drive,87,13.5,Petrol,292,438,Automatic,200,7 Seater,7.5,4.880,1.885,1.845,2.790,1833,Lexus GX 2021 460 Prestige,"25,000",OMR
4514,3.5,6,Rear Wheel Drive,66,10.7,Petrol,314,377,Automatic,230,4 Seater,6.1,4.695,1.840,1.395,2.730,295,Lexus RC 2021 350 F Sport ,"25,000",OMR
4515,2.0,4,Rear Wheel Drive,66,6.4,Petrol,211,350,Automatic,245,4 Seater,7.5,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 250,"25,070",OMR
4516,2.0,N/A,All Wheel Drive,56,7.4,Petrol,381,475,Automatic,250,5 Seater,4.4,4.424,1.804,1.494,2.699,421,Mercedes-Benz GLA 2021 AMG 45 4MATIC,"25,110",OMR
4517,2.0,4,All Wheel Drive,71,7.7,Petrol,254,350,Automatic,240,5 Seater,7.3,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T5 AWD Momentum,"23,500",OMR
4518,3.0,6,Rear Wheel Drive,55,9.1,Petrol,306,400,Automatic,250,2 Seater,5.1,4.244,1.951,1.284,2.496,310,BMW Z4 Roadster 2021 sDrive35i,"25,500",OMR
